,COD,NOME,√ÅREA,C.C,DATA,HORA
340,133.870593955109,,,8115,31/01/25,0 days 12:33:59.999000
341,3.0,,,8115,29/01/25,0 days 12:33:59.999000
342,193.823758204359,,,8121,30/01/25,0 days 12:33:59.999000
343,57.1473138319423,,,8115,31/01/25,0 days 12:35:00.004000
344,20.2530589093267,,,8114,31/01/25,0 days 12:36:00
345,177.053642330443,,,8114,31/01/25,0 days 12:36:00
346,46.6659914107447,,,8115,31/01/25,0 days 12:36:00
347,48.3430029981363,,,6515,29/01/25,0 days 12:36:00
348,104.103638278908,,,8115,31/01/25,0 days 12:38:00.001000
349,56.7280609350944,,,6914,31/01/25,0 days 12:38:00.001000
350,115.423466493801,,,8115,31/01/25,0 days 12:40:00.002000
351,104.522891175756,,,8115,29/01/25,0 days 12:40:59.998000
352,58.405072522486,,,8115,31/01/25,0 days 12:40:59.998000
353,48.7622558949842,,,6515,30/01/25,0 days 12:40:59.998000
354,43.3119682359614,,,8121,30/01/25,0 days 12:42:00.003000
355,116.261972287497,,,6515,30/01/25,0 days 12:42:00.003000
356,57.5665667287902,,,8115,30/01/25,0 days 12:42:59.999000
357,121.293007049672,,,8114,30/01/25,0 days 12:42:59.999000
358,141.417146098371,,,8115,30/01/25,0 days 12:42:59.999000
359,30.7343813305243,,,8114,30/01/25,0 days 12:44:00.004000
360,20.6723118061746,,,8114,30/01/25,0 days 12:45:59.996000
361,177.472895227291,,,8114,30/01/25,0 days 12:45:59.996000
362,24.4455878778057,,,8115,30/01/25,0 days 12:45:59.996000
363,175.376630743052,,,8114,31/01/25,0 days 12:45:59.996000
364,37.0231747832429,,,8114,29/01/25,0 days 12:47:00.001000
365,130.935823677174,,,8115,31/01/25,0 days 12:47:00.001000
366,118.358236771736,,,8115,31/01/25,0 days 12:47:00.001000
367,64.6938659752046,,,8115,30/01/25,0 days 12:47:59.997000
368,42.0542095454177,,,8115,30/01/25,0 days 12:47:59.997000
369,38.7001863706345,,,8115,30/01/25,0 days 12:47:59.997000
370,187.534964751641,,,6915,30/01/25,0 days 12:47:59.997000
371,70.5634065310753,,,8115,30/01/25,0 days 12:49:00.002000
372,73.0789239121627,,,8115,30/01/25,0 days 12:49:00.002000
373,187.954217648489,,,6915,31/01/25,0 days 12:49:00.002000
374,18.1567944250871,,,8115,30/01/25,0 days 12:49:59.998000
375,127.58180050239,,,8114,30/01/25,0 days 12:49:59.998000
376,58.8243254193339,,,8115,30/01/25,0 days 12:49:59.998000
377,184.180941576858,,,8115,30/01/25,0 days 12:49:59.998000
378,118.777489668584,,,8115,30/01/25,0 days 12:49:59.998000
379,116.681225184345,,,6515,29/01/25,0 days 12:51:00.003000
380,180.826918402074,,,8121,30/01/25,0 days 12:51:59.999000
381,37.4424276800908,,,8114,31/01/25,0 days 12:53:00.004000
382,8.0,,,8515,29/01/25,0 days 12:53:00.004000
383,182.923182886314,,,6515,30/01/25,0 days 12:53:00.004000
384,132.612835264565,,,8115,31/01/25,0 days 12:54:00
385,192.565999513816,,,8114,29/01/25,0 days 12:54:00
386,25.7033465683494,,,8115,29/01/25,0 days 12:54:00
387,145.60967506685,,,8115,29/01/25,0 days 12:54:00
388,148.125192447938,,,6515,30/01/25,0 days 12:54:00
389,75.5944412932502,,,8103,30/01/25,0 days 12:54:59.996000
390,26.5418523620452,,,8115,31/01/25,0 days 12:56:59.997000
391,128.001053399238,,,8114,31/01/25,0 days 12:56:59.997000
392,151.479215622721,,,8115,31/01/25,0 days 12:58:00.002000
393,102.845879588364,,,8110,31/01/25,0 days 12:58:00.002000
394,62.5976014909651,,,8115,30/01/25,0 days 13:00:59.999000
395,70.9826594279232,,,8115,29/01/25,0 days 13:02:00.004000
396,119.196742565432,,,8115,29/01/25,0 days 13:02:00.004000
397,148.544445344786,,,6515,29/01/25,0 days 13:02:00.004000
398,183.342435783162,,,6515,29/01/25,0 days 13:02:00.004000
399,37.8616805769387,,,8114,30/01/25,0 days 13:03:00
400,65.1131188720525,,,8115,31/01/25,0 days 13:03:00
401,141.836398995219,,,8115,29/01/25,0 days 13:03:59.996000
402,76.0136941900981,,,8103,29/01/25,0 days 13:03:59.996000
403,13.0,,,8110,30/01/25,0 days 13:03:59.996000
404,156.090997488048,,,8114,29/01/25,0 days 13:03:59.996000
405,42.4734624422656,,,8115,29/01/25,0 days 13:05:59.997000
406,164.056802528158,,,8115,29/01/25,0 days 13:05:59.997000
407,96.1378332387975,,,8115,31/01/25,0 days 13:05:59.997000
408,131.355076574021,,,8115,31/01/25,0 days 13:07:59.998000
409,27.7996110525889,,,8115,31/01/25,0 days 13:07:59.998000
410,39.1194392674824,,,8115,29/01/25,0 days 13:07:59.998000
411,184.600194473705,,,8115,29/01/25,0 days 13:07:59.998000
412,158.606514869135,,,8115,29/01/25,0 days 13:09:00.003000
413,34.0884045053075,,,8121,29/01/25,0 days 13:09:00.003000
414,28.2188639494369,,,8115,29/01/25,0 days 13:09:00.003000
415,105.780649866299,,,8115,29/01/25,0 days 13:09:00.003000
416,31.1536342273722,,,8114,31/01/25,0 days 13:09:59.999000
417,103.265132485212,,,8110,30/01/25,0 days 13:11:00.004000
418,75.1751883964022,,,6910,30/01/25,0 days 13:11:00.004000
419,44.5697269265052,,,8115,29/01/25,0 days 13:12:00
420,96.5570861356454,,,8115,30/01/25,0 days 13:12:00
421,33.6691516084596,,,8115,29/01/25,0 days 13:12:00
422,34.5076574021554,,,8121,30/01/25,0 days 13:14:00.001000
423,96.9763390324933,,,8115,29/01/25,0 days 13:14:59.997000
424,82.3024876428166,,,8114,30/01/25,0 days 13:14:59.997000
425,94.4608216514059,,,6515,29/01/25,0 days 13:16:00.002000
426,126.743294708695,,,6911,29/01/25,0 days 13:18:00.003000
427,78.5292115711855,,,8115,30/01/25,0 days 13:18:59.999000
428,18.576047321935,,,8115,31/01/25,0 days 13:18:59.999000
429,82.7217405396646,,,8114,31/01/25,0 days 13:18:59.999000
430,65.5323717689004,,,8115,30/01/25,0 days 13:21:00
431,15.0,,,8110,29/01/25,0 days 13:23:00.001000
432,52.5355319666154,,,8115,30/01/25,0 days 13:23:00.001000
433,87.3335224049915,,,6910,30/01/25,0 days 13:25:00.002000
434,34.9269102990033,,,8121,31/01/25,0 days 13:25:59.998000
435,147.286686654242,,,8115,29/01/25,0 days 13:27:00.003000
436,131.774329470869,,,8115,30/01/25,0 days 13:27:00.003000
437,15.0,,,8110,30/01/25,0 days 13:27:59.999000
438,122.131512843368,,,8115,31/01/25,0 days 13:34:00.002000
439,6.0,,,6510,30/01/25,0 days 13:34:59.998000
440,6.0,,,6510,31/01/25,0 days 13:36:59.999000
441,28.6381168462848,,,8115,30/01/25,0 days 13:38:00.004000
442,10.0,,,8115,30/01/25,0 days 13:39:59.996000
443,112.907949112714,,,8114,29/01/25,0 days 13:41:59.997000
444,54.212543554007,,,8114,31/01/25,0 days 13:47:00.004000
445,122.550765740215,,,8115,30/01/25,0 days 13:52:59.998000
446,101.168868000972,,,6914,31/01/25,0 days 13:52:59.998000
447,11.0,,,6515,29/01/25,0 days 13:52:59.998000
448,161.541285147071,,,6914,29/01/25,0 days 13:54:00.003000
449,121.71225994652,,,8115,31/01/25,0 days 13:56:00.004000
450,101.58812089782,,,6914,30/01/25,0 days 13:57:00
451,167.830078599789,,,8115,29/01/25,0 days 14:05:00.004000
452,51.2777732760716,,,8115,30/01/25,0 days 14:06:59.996000
453,164.476055425006,,,8115,31/01/25,0 days 14:10:00.002000
454,161.960538043919,,,6914,31/01/25,0 days 14:21:00.003000
455,102.007373794668,,,6914,29/01/25,0 days 14:24:00
456,147.70593955109,,,8115,31/01/25,0 days 14:26:00.001000
457,113.327202009562,,,8114,30/01/25,0 days 14:30:59.999000
458,140.159387407827,,,6914,31/01/25,0 days 14:33:59.996000
459,113.746454906409,,,8114,31/01/25,0 days 14:35:00.001000
460,140.578640304675,,,6914,30/01/25,0 days 14:41:00.004000
461,140.997893201523,,,6914,29/01/25,0 days 14:51:00
462,43.7312211328094,,,8115,31/01/25,0 days 10:43:00.002000
463,89.8490397860789,,,8115,31/01/25,0 days 10:43:00.002000
464,18.9953002187829,,,8115,31/01/25,0 days 10:43:00.002000
465,95.7185803419496,,,8115,31/01/25,0 days 10:43:59.998000
466,40.796450854874,,,8115,29/01/25,0 days 10:43:59.998000
467,134.709099748805,,,8115,30/01/25,0 days 10:43:59.998000
468,41.2157037517219,,,8115,30/01/25,0 days 10:45:00.003000
469,90.2682926829268,,,8115,29/01/25,0 days 10:45:00.003000
470,90.6875455797747,,,8115,30/01/25,0 days 10:45:00.003000
471,41.6349566485698,,,8115,31/01/25,0 days 10:45:59.999000
472,19.4145531156308,,,8115,29/01/25,0 days 10:45:59.999000
473,135.128352645653,,,8115,31/01/25,0 days 10:45:59.999000
474,112.069443319018,,,6915,31/01/25,0 days 10:50:59.997000
475,19.8338060124787,,,8115,30/01/25,0 days 10:52:59.998000
476,85.237257920752,,,8114,31/01/25,0 days 10:56:00.004000
477,128.420306296086,,,8115,29/01/25,0 days 10:59:00.001000
478,31.5728871242201,,,8114,31/01/25,0 days 10:59:59.997000
479,97.3955919293412,,,8115,30/01/25,0 days 11:01:59.998000
480,61.7590956972693,,,8115,31/01/25,0 days 11:01:59.998000
481,128.839559192934,,,8115,30/01/25,0 days 11:01:59.998000
482,132.193582367717,,,8115,30/01/25,0 days 11:05:00.004000
483,170.764848877725,,,8515,29/01/25,0 days 11:05:00.004000
484,171.184101774572,,,8515,31/01/25,0 days 11:05:00.004000
485,172.022607568268,,,6914,29/01/25,0 days 11:06:00
486,30.3151284336764,,,8103,30/01/25,0 days 11:06:59.996000
487,169.507090187181,,,8115,31/01/25,0 days 11:06:59.996000
488,135.547605542501,,,8103,29/01/25,0 days 11:06:59.996000
489,42.8927153391135,,,8121,31/01/25,0 days 11:08:59.997000
490,168.249331496637,,,8515,31/01/25,0 days 11:08:59.997000
491,112.488696215866,,,6915,29/01/25,0 days 11:08:59.997000
492,172.441860465116,,,6914,30/01/25,0 days 11:08:59.997000
493,143.513410582611,,,6915,30/01/25,0 days 11:10:00.002000
494,49.1815087918321,,,8121,30/01/25,0 days 11:10:59.998000
495,97.8148448261891,,,8115,29/01/25,0 days 11:12:00.003000
496,17.0,,,8121,31/01/25,0 days 11:12:00.003000
497,1.0,,,8121,31/01/25,0 days 11:12:59.999000
498,129.258812089782,,,8115,31/01/25,0 days 11:12:59.999000
499,142.255651892067,,,8121,30/01/25,0 days 11:12:59.999000
500,62.1783485941172,,,8115,29/01/25,0 days 11:14:00.004000
501,16.0,,,8115,30/01/25,0 days 11:15:59.996000
502,191.72749372012,,,8114,31/01/25,0 days 11:17:59.997000
503,2.0,,,8114,31/01/25,0 days 11:17:59.997000
504,44.1504740296573,,,8115,30/01/25,0 days 11:19:59.998000
505,85.6565108175999,,,8114,30/01/25,0 days 11:19:59.998000
506,83.9794992302083,,,6914,31/01/25,0 days 11:19:59.998000
507,17.0,,,8121,29/01/25,0 days 11:21:00.003000
508,16.0,,,8115,29/01/25,0 days 11:21:00.003000
509,16.0,,,8115,31/01/25,0 days 11:21:00.003000
510,186.277206061097,,,8121,30/01/25,0 days 11:21:00.003000
511,186.696458957945,,,8121,31/01/25,0 days 11:21:59.999000
512,86.0757637144478,,,8114,29/01/25,0 days 11:21:59.999000
513,89.0105339923831,,,8121,31/01/25,0 days 11:24:00
514,2.0,,,8114,29/01/25,0 days 11:24:59.996000
515,86.4950166112957,,,6910,29/01/25,0 days 11:26:00.001000
516,17.0,,,8121,30/01/25,0 days 11:26:59.997000
517,84.3987521270562,,,6914,29/01/25,0 days 11:26:59.997000
518,89.429786889231,,,8121,30/01/25,0 days 11:28:00.002000
519,98.234097723037,,,8115,31/01/25,0 days 11:28:59.998000
520,98.6533506198849,,,8115,30/01/25,0 days 11:28:59.998000
521,83.1409934365125,,,8121,31/01/25,0 days 11:30:59.999000
522,80.2062231585771,,,8110,31/01/25,0 days 11:30:59.999000
523,29.0573697431327,,,8110,31/01/25,0 days 11:30:59.999000
524,31.992140021068,,,8114,29/01/25,0 days 11:32:00.004000
525,94.8800745482538,,,8121,31/01/25,0 days 11:32:00.004000
526,57.9858196256381,,,8115,29/01/25,0 days 11:32:00.004000
527,120.873754152824,,,8114,31/01/25,0 days 11:33:00
528,29.4766226399806,,,8110,29/01/25,0 days 11:33:00
529,91.1067984766227,,,8114,30/01/25,0 days 11:33:59.996000
530,168.668584393485,,,8515,30/01/25,0 days 11:35:00.001000
531,95.2993274451017,,,8121,30/01/25,0 days 11:35:59.997000
532,83.5602463333604,,,8121,30/01/25,0 days 11:37:00.002000
533,157.76800907544,,,8115,30/01/25,0 days 11:37:00.002000
534,92.3645571671664,,,8121,30/01/25,0 days 11:37:00.002000
535,23.187829187262,,,8115,30/01/25,0 days 11:37:00.002000
536,84.8180050239041,,,6914,30/01/25,0 days 11:37:00.002000
537,143.932663479459,,,6915,29/01/25,0 days 11:37:00.002000
538,92.7838100640143,,,8121,31/01/25,0 days 11:37:59.998000
539,104.942144072603,,,8115,31/01/25,0 days 11:39:00.003000
540,64.2746130783567,,,8115,31/01/25,0 days 11:39:59.999000
541,44.9889798233531,,,8115,31/01/25,0 days 11:39:59.999000
542,172.861113361964,,,6914,31/01/25,0 days 11:39:59.999000
543,86.9142695081436,,,6910,31/01/25,0 days 11:39:59.999000
544,2.0,,,8114,30/01/25,0 days 11:41:00.004000
545,125.904788914999,,,6911,30/01/25,0 days 11:41:00.004000
546,105.361396969451,,,8115,30/01/25,0 days 11:42:00
547,32.8306458147638,,,6914,30/01/25,0 days 11:42:00
548,80.625476055425,,,8110,30/01/25,0 days 11:42:59.996000
549,26.9611052588931,,,8106,30/01/25,0 days 11:42:59.996000
550,71.4019123247711,,,8114,31/01/25,0 days 11:44:00.001000
551,24.8648407746536,,,8115,30/01/25,0 days 11:44:59.997000
552,144.351916376307,,,6915,31/01/25,0 days 11:44:59.997000
553,181.246171298922,,,8121,30/01/25,0 days 11:46:00.002000
554,1.0,,,8121,30/01/25,0 days 11:46:59.998000
555,156.510250384896,,,8114,30/01/25,0 days 11:46:59.998000
556,169.087837290333,,,8515,29/01/25,0 days 11:46:59.998000
557,50.4392674823758,,,8115,29/01/25,0 days 11:48:00.003000
558,158.187261972287,,,8115,31/01/25,0 days 11:48:00.003000
559,177.892148124139,,,8121,29/01/25,0 days 11:48:00.003000
560,175.795883639899,,,8115,30/01/25,0 days 11:48:59.999000
561,23.6070820841099,,,8115,31/01/25,0 days 11:48:59.999000
562,81.8832347459687,,,8114,29/01/25,0 days 11:48:59.999000
563,181.66542419577,,,8121,29/01/25,0 days 11:48:59.999000
564,142.674904788915,,,8121,29/01/25,0 days 11:48:59.999000
565,137.224617129892,,,8121,29/01/25,0 days 11:48:59.999000
566,54.6317964508549,,,6515,30/01/25,0 days 11:48:59.999000
567,122.970018637063,,,6521,29/01/25,0 days 11:48:59.999000
568,176.215136536747,,,8115,29/01/25,0 days 11:50:00.004000
569,178.311401020987,,,8121,30/01/25,0 days 11:50:00.004000
570,130.516570780326,,,8115,30/01/25,0 days 11:50:00.004000
571,182.084677092618,,,8121,29/01/25,0 days 11:50:00.004000
572,137.64387002674,,,8121,30/01/25,0 days 11:50:00.004000
573,138.063122923588,,,8121,30/01/25,0 days 11:50:00.004000
574,126.324041811847,,,6911,31/01/25,0 days 11:50:00.004000
575,123.389271533911,,,6521,30/01/25,0 days 11:50:00.004000
576,81.0447289522729,,,8115,30/01/25,0 days 11:51:00
577,166.991572806093,,,8115,31/01/25,0 days 11:51:00
578,179.569159711531,,,8115,30/01/25,0 days 11:51:00
579,109.973178834778,,,8515,29/01/25,0 days 11:51:00
580,55.0510493477028,,,6515,29/01/25,0 days 11:51:00
581,51.6970261729195,,,6510,29/01/25,0 days 11:51:00
582,81.4639818491208,,,8115,31/01/25,0 days 11:51:59.996000
583,153.156227210113,,,8103,30/01/25,0 days 11:51:59.996000
584,99.9111093104287,,,6911,31/01/25,0 days 11:51:59.996000
585,179.988412608378,,,8115,31/01/25,0 days 11:53:00.001000
586,151.898468519569,,,8111,29/01/25,0 days 11:53:00.001000
587,117.100478081193,,,8111,29/01/25,0 days 11:53:00.001000
588,117.519730978041,,,8111,31/01/25,0 days 11:53:00.001000
589,162.379790940766,,,8111,29/01/25,0 days 11:53:00.001000
590,59.2435783161818,,,6911,29/01/25,0 days 11:53:00.001000
591,59.6628312130298,,,6911,30/01/25,0 days 11:53:00.001000
592,76.432947086946,,,6911,29/01/25,0 days 11:53:00.001000
593,100.330362207277,,,6911,29/01/25,0 days 11:53:00.001000
594,153.994733003808,,,8111,29/01/25,0 days 11:53:59.997000
595,176.634389433595,,,8115,31/01/25,0 days 11:53:59.997000
596,152.317721416417,,,8111,31/01/25,0 days 11:53:59.997000
597,156.929503281744,,,8114,31/01/25,0 days 11:53:59.997000
598,178.730653917835,,,8121,31/01/25,0 days 11:53:59.997000
599,179.149906814683,,,8121,31/01/25,0 days 11:53:59.997000
600,71.821165221619,,,8114,29/01/25,0 days 11:53:59.997000
601,63.016854387813,,,6910,29/01/25,0 days 11:53:59.997000
602,167.410825702941,,,8115,30/01/25,0 days 11:55:00.002000
603,152.736974313265,,,8111,30/01/25,0 days 11:55:00.002000
604,182.503929989466,,,8121,31/01/25,0 days 11:55:00.002000
605,60.0820841098777,,,6911,31/01/25,0 days 11:55:00.002000
606,76.8521999837939,,,6911,30/01/25,0 days 11:55:00.002000
607,77.2714528806418,,,6911,31/01/25,0 days 11:55:00.002000
608,111.65019042217,,,6911,31/01/25,0 days 11:55:00.002000
609,100.749615104124,,,6911,30/01/25,0 days 11:55:00.002000
610,52.9547848634633,,,8103,29/01/25,0 days 11:55:59.998000
611,188.373470545337,,,8114,31/01/25,0 days 11:55:59.998000
612,188.792723442185,,,8114,31/01/25,0 days 11:55:59.998000
613,162.799043837614,,,8111,31/01/25,0 days 11:55:59.998000
614,173.280366258812,,,8114,29/01/25,0 days 11:55:59.998000
615,171.60335467142,,,8515,30/01/25,0 days 11:55:59.998000
616,87.7527753018394,,,8103,29/01/25,0 days 11:55:59.998000
617,134.289846851957,,,6515,30/01/25,0 days 11:55:59.998000
618,180.407665505226,,,8115,29/01/25,0 days 11:57:00.003000
619,160.283526456527,,,8114,31/01/25,0 days 11:57:00.003000
620,3.0,,,8103,29/01/25,0 days 11:57:00.003000
621,3.0,,,8103,30/01/25,0 days 11:57:00.003000
622,3.0,,,8103,31/01/25,0 days 11:57:00.003000
623,14.0,,,8103,29/01/25,0 days 11:57:00.003000
624,14.0,,,8103,30/01/25,0 days 11:57:00.003000
625,14.0,,,8103,31/01/25,0 days 11:57:00.003000
626,53.3740377603112,,,8103,31/01/25,0 days 11:57:00.003000
627,27.380358155741,,,8106,29/01/25,0 days 11:57:00.003000
628,47.0852443075926,,,8103,29/01/25,0 days 11:57:00.003000
629,47.5044972044405,,,8103,30/01/25,0 days 11:57:00.003000
630,47.9237501012884,,,8103,31/01/25,0 days 11:57:00.003000
631,72.2404181184669,,,8114,30/01/25,0 days 11:57:00.003000
632,88.1720281986873,,,8103,30/01/25,0 days 11:57:00.003000
633,88.5912810955352,,,8103,31/01/25,0 days 11:57:00.003000
634,169.926343084029,,,8115,30/01/25,0 days 11:57:59.999000
635,24.0263349809578,,,8115,29/01/25,0 days 11:57:59.999000
636,53.7932906571591,,,8103,30/01/25,0 days 11:57:59.999000
637,143.094157685763,,,8121,31/01/25,0 days 11:57:59.999000
638,135.966858439348,,,8103,30/01/25,0 days 11:57:59.999000
639,136.386111336196,,,8103,31/01/25,0 days 11:57:59.999000
640,39.5386921643303,,,8103,31/01/25,0 days 11:57:59.999000
641,123.808524430759,,,6521,31/01/25,0 days 11:59:00.004000
642,124.227777327607,,,6521,31/01/25,0 days 11:59:00.004000
643,170.345595980877,,,8115,29/01/25,0 days 12:00:00
644,49.60076168868,,,8121,31/01/25,0 days 12:00:00
645,139.320881614132,,,8110,29/01/25,0 days 12:00:00
646,159.025767765983,,,8103,30/01/25,0 days 12:00:00
647,13.0,,,8110,29/01/25,0 days 12:00:00
648,138.901628717284,,,6510,29/01/25,0 days 12:00:00
649,91.5260513734706,,,8103,29/01/25,0 days 12:00:59.996000
650,91.9453042703185,,,8103,30/01/25,0 days 12:00:59.996000
651,39.9579450611782,,,8103,29/01/25,0 days 12:00:59.996000
652,40.3771979580261,,,8103,30/01/25,0 days 12:00:59.996000
653,77.6907057774897,,,6510,29/01/25,0 days 12:00:59.996000
654,36.1846689895471,,,8103,30/01/25,0 days 12:02:00.001000
655,189.211976339032,,,8114,30/01/25,0 days 12:02:00.001000
656,107.457661453691,,,8106,30/01/25,0 days 12:02:59.997000
657,67.2093833562921,,,8115,30/01/25,0 days 12:02:59.997000
658,102.426626691516,,,8110,29/01/25,0 days 12:02:59.997000
659,139.74013451098,,,8110,30/01/25,0 days 12:02:59.997000
660,159.445020662831,,,8103,31/01/25,0 days 12:02:59.997000
661,52.1162790697675,,,6510,30/01/25,0 days 12:02:59.997000
662,74.7559354995543,,,6910,29/01/25,0 days 12:02:59.997000
663,153.57548010696,,,8103,29/01/25,0 days 12:04:00.002000
664,165.73381411555,,,8106,29/01/25,0 days 12:04:00.002000
665,107.876914350539,,,8106,29/01/25,0 days 12:04:00.002000
666,22.3493233935662,,,8106,29/01/25,0 days 12:04:00.002000
667,110.811684628474,,,8106,29/01/25,0 days 12:04:00.002000
668,25.2840936715015,,,8115,31/01/25,0 days 12:04:00.002000
669,60.5013370067256,,,8111,31/01/25,0 days 12:04:00.002000
670,144.771169273154,,,8115,31/01/25,0 days 12:04:00.002000
671,192.985252410664,,,8121,29/01/25,0 days 12:04:00.002000
672,21.0915647030225,,,8106,29/01/25,0 days 12:04:00.002000
673,68.0478891499879,,,8115,31/01/25,0 days 12:04:00.002000
674,35.3461631958512,,,8106,29/01/25,0 days 12:04:00.002000
675,63.4361072846609,,,6910,30/01/25,0 days 12:04:00.002000
676,154.413985900656,,,8111,30/01/25,0 days 12:04:59.998000
677,7.0,,,8121,31/01/25,0 days 12:04:59.998000
